turn,condition,treatment,treatment_label,transfer,return,default_transfer,default_return,earnings_transferrer,earnings_returner,total_earnings_transferrer,total_earnings_returner,link_condition,info_condition,total_time_transferrer,total_time_returner,workerId_transferrer,workerId_returner,machiv_transferrer,machiv_returner,age_transferrer,age_returner,pretest_tries_transferrer,pretest_tries_returner,prev_exp_transferrer,prev_exp_returner,clarity_transferrer,clarity_returner,tech_difficulties_transferrer,tech_difficulties_returner,educ_transferrer,educ_returner,gender_transferrer,gender_returner,lagged_transfer,lagged_avg_return,relationship,crelationship,conditionid
1,1,55,C,0,0,False,True,5,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,15,0,3030,3726,61
2,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,7,3026,3722,61
2,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,7,3031,3727,61
3,1,55,C,10,10,False,False,10,20,778,769,unrestricted,global,4820.0,4365.0,A2CF5XSGAXA56F,A37Q474NFAK2LO,94,66,39,36,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3028,3724,61
3,1,55,C,0,0,False,True,10,0,778,469,unrestricted,global,4820.0,8146.0,A2CF5XSGAXA56F,A27ZZCI4LRCBU7,94,104,39,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3027,3723,61
4,1,55,C,17,16,False,False,3,35,769,778,unrestricted,global,4365.0,4820.0,A37Q474NFAK2LO,A2CF5XSGAXA56F,66,94,36,39,3,3,None,None,y,y,2,2,16,16,f,f,10,5,3029,3725,61
4,1,55,C,0,0,False,True,3,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,10,5,3030,3726,61
5,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,8,3026,3722,61
5,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,8,3031,3727,61
6,1,55,C,0,0,True,False,20,0,778,769,unrestricted,global,4820.0,4365.0,A2CF5XSGAXA56F,A37Q474NFAK2LO,94,66,39,36,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3028,3724,61
6,1,55,C,0,0,True,True,20,0,778,469,unrestricted,global,4820.0,8146.0,A2CF5XSGAXA56F,A27ZZCI4LRCBU7,94,104,39,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3027,3723,61
7,1,55,C,10,15,False,False,10,15,769,778,unrestricted,global,4365.0,4820.0,A37Q474NFAK2LO,A2CF5XSGAXA56F,66,94,36,39,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3029,3725,61
7,1,55,C,0,0,False,True,10,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3030,3726,61
8,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,7,3026,3722,61
8,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,7,3031,3727,61
9,1,55,C,15,10,False,False,5,35,778,769,unrestricted,global,4820.0,4365.0,A2CF5XSGAXA56F,A37Q474NFAK2LO,94,66,39,36,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3028,3724,61
9,1,55,C,0,0,False,True,5,0,778,469,unrestricted,global,4820.0,8146.0,A2CF5XSGAXA56F,A27ZZCI4LRCBU7,94,104,39,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3027,3723,61
10,1,55,C,15,15,False,False,5,30,769,778,unrestricted,global,4365.0,4820.0,A37Q474NFAK2LO,A2CF5XSGAXA56F,66,94,36,39,3,3,None,None,y,y,2,2,16,16,f,f,15,5,3029,3725,61
10,1,55,C,0,0,False,True,5,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,15,5,3030,3726,61
11,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,7,3026,3722,61
11,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,7,3031,3727,61
12,1,55,C,15,3,False,False,5,42,778,769,unrestricted,global,4820.0,4365.0,A2CF5XSGAXA56F,A37Q474NFAK2LO,94,66,39,36,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3028,3724,61
12,1,55,C,0,0,False,True,5,0,778,469,unrestricted,global,4820.0,8146.0,A2CF5XSGAXA56F,A27ZZCI4LRCBU7,94,104,39,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3027,3723,61
13,1,55,C,17,0,False,False,3,51,769,778,unrestricted,global,4365.0,4820.0,A37Q474NFAK2LO,A2CF5XSGAXA56F,66,94,36,39,3,3,None,None,y,y,2,2,16,16,f,f,15,1,3029,3725,61
13,1,55,C,0,0,False,True,3,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,15,1,3030,3726,61
14,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,0,3026,3722,61
14,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,0,3031,3727,61
15,1,55,C,15,0,False,True,5,45,778,769,unrestricted,global,4820.0,4365.0,A2CF5XSGAXA56F,A37Q474NFAK2LO,94,66,39,36,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3028,3724,61
15,1,55,C,0,0,False,True,5,0,778,469,unrestricted,global,4820.0,8146.0,A2CF5XSGAXA56F,A27ZZCI4LRCBU7,94,104,39,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3027,3723,61
16,1,55,C,15,0,False,False,5,45,769,778,unrestricted,global,4365.0,4820.0,A37Q474NFAK2LO,A2CF5XSGAXA56F,66,94,36,39,3,3,None,None,y,y,2,2,16,16,f,f,15,0,3029,3725,61
16,1,55,C,0,0,False,True,5,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,15,0,3030,3726,61
17,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,0,3026,3722,61
17,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,0,3031,3727,61
18,1,55,C,17,6,False,False,3,45,778,769,unrestricted,global,4820.0,4365.0,A2CF5XSGAXA56F,A37Q474NFAK2LO,94,66,39,36,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3028,3724,61
18,1,55,C,0,0,False,True,3,0,778,469,unrestricted,global,4820.0,8146.0,A2CF5XSGAXA56F,A27ZZCI4LRCBU7,94,104,39,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3027,3723,61
19,1,55,C,18,4,False,False,2,50,769,778,unrestricted,global,4365.0,4820.0,A37Q474NFAK2LO,A2CF5XSGAXA56F,66,94,36,39,3,3,None,None,y,y,2,2,16,16,f,f,17,3,3029,3725,61
19,1,55,C,0,0,False,True,2,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,17,3,3030,3726,61
20,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,2,3026,3722,61
20,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,2,3031,3727,61
21,1,55,C,18,6,False,False,2,48,778,769,unrestricted,global,4820.0,4365.0,A2CF5XSGAXA56F,A37Q474NFAK2LO,94,66,39,36,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3028,3724,61
21,1,55,C,0,0,False,True,2,0,778,469,unrestricted,global,4820.0,8146.0,A2CF5XSGAXA56F,A27ZZCI4LRCBU7,94,104,39,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3027,3723,61
22,1,55,C,19,3,False,False,1,54,769,778,unrestricted,global,4365.0,4820.0,A37Q474NFAK2LO,A2CF5XSGAXA56F,66,94,36,39,3,3,None,None,y,y,2,2,16,16,f,f,18,3,3029,3725,61
22,1,55,C,0,0,False,True,1,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,18,3,3030,3726,61
23,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,1,3026,3722,61
23,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,1,3031,3727,61
24,1,55,C,18,5,False,False,2,49,778,769,unrestricted,global,4820.0,4365.0,A2CF5XSGAXA56F,A37Q474NFAK2LO,94,66,39,36,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3028,3724,61
24,1,55,C,0,0,False,True,2,0,778,469,unrestricted,global,4820.0,8146.0,A2CF5XSGAXA56F,A27ZZCI4LRCBU7,94,104,39,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3027,3723,61
25,1,55,C,19,2,False,False,1,55,769,778,unrestricted,global,4365.0,4820.0,A37Q474NFAK2LO,A2CF5XSGAXA56F,66,94,36,39,3,3,None,None,y,y,2,2,16,16,f,f,18,2,3029,3725,61
25,1,55,C,0,0,False,True,1,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,18,2,3030,3726,61
26,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,1,3026,3722,61
26,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,1,3031,3727,61
27,1,55,C,19,0,False,False,1,57,778,769,unrestricted,global,4820.0,4365.0,A2CF5XSGAXA56F,A37Q474NFAK2LO,94,66,39,36,3,3,None,None,y,y,2,2,16,16,f,f,0,0,3028,3724,61
27,1,55,C,0,0,False,True,1,0,778,469,unrestricted,global,4820.0,8146.0,A2CF5XSGAXA56F,A27ZZCI4LRCBU7,94,104,39,30,3,4,None,1,y,y,2,6,16,16,f,m,0,0,3027,3723,61
28,1,55,C,19,0,False,False,1,57,769,778,unrestricted,global,4365.0,4820.0,A37Q474NFAK2LO,A2CF5XSGAXA56F,66,94,36,39,3,3,None,None,y,y,2,2,16,16,f,f,19,0,3029,3725,61
28,1,55,C,0,0,False,True,1,0,769,469,unrestricted,global,4365.0,8146.0,A37Q474NFAK2LO,A27ZZCI4LRCBU7,66,104,36,30,3,4,None,1,y,y,2,6,16,16,f,m,19,0,3030,3726,61
29,1,55,C,0,0,True,False,20,0,469,778,unrestricted,global,8146.0,4820.0,A27ZZCI4LRCBU7,A2CF5XSGAXA56F,104,94,30,39,4,3,1,None,y,y,6,2,16,16,m,f,0,0,3026,3722,61
29,1,55,C,0,0,True,False,20,0,469,769,unrestricted,global,8146.0,4365.0,A27ZZCI4LRCBU7,A37Q474NFAK2LO,104,66,30,36,4,3,1,None,y,y,6,2,16,16,m,f,0,0,3031,3727,61
0,0,65,C,4,12,False,False,12,0,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,,,4226,5042,71
0,0,65,C,4,1,False,False,12,11,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,,,4231,5047,71
1,0,65,C,10,10,False,False,0,20,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,4,6,4227,5043,71
1,0,65,C,10,0,False,True,0,30,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,4,6,4228,5044,71
2,0,65,C,0,0,True,False,20,0,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,10,5,4230,5046,71
2,0,65,C,0,0,True,False,20,0,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,10,5,4229,5045,71
3,0,65,C,5,15,False,False,15,0,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,0,0,4226,5042,71
3,0,65,C,0,0,False,True,15,0,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,0,0,4231,5047,71
4,0,65,C,10,20,False,False,0,10,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,5,7,4227,5043,71
4,0,65,C,10,1,False,False,0,29,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,5,7,4228,5044,71
5,0,65,C,1,0,False,False,19,3,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,10,10,4230,5046,71
5,0,65,C,0,0,False,False,19,0,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,10,10,4229,5045,71
6,0,65,C,3,9,False,False,17,0,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,1,0,4226,5042,71
6,0,65,C,0,0,False,False,17,0,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,1,0,4231,5047,71
7,0,65,C,10,15,True,False,0,15,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,3,4,4227,5043,71
7,0,65,C,10,1,True,False,0,29,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,3,4,4228,5044,71
8,0,65,C,0,0,True,False,20,0,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,10,8,4230,5046,71
8,0,65,C,0,0,True,False,20,0,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,10,8,4229,5045,71
9,0,65,C,10,15,False,False,10,15,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,0,0,4226,5042,71
9,0,65,C,0,0,False,False,10,0,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,0,0,4231,5047,71
10,0,65,C,10,10,False,False,10,20,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,10,7,4227,5043,71
10,0,65,C,0,0,False,False,10,0,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,10,7,4228,5044,71
11,0,65,C,1,1,False,False,18,2,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,0,5,4230,5046,71
11,0,65,C,1,0,False,False,18,3,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,0,5,4229,5045,71
12,0,65,C,5,0,False,False,10,15,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,1,0,4226,5042,71
12,0,65,C,5,0,False,False,10,15,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,1,0,4231,5047,71
13,0,65,C,10,5,False,False,9,25,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,5,0,4227,5043,71
13,0,65,C,1,1,False,False,9,2,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,5,0,4228,5044,71
14,0,65,C,1,0,False,False,18,3,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,1,3,4230,5046,71
14,0,65,C,1,0,False,False,18,3,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,1,3,4229,5045,71
15,0,65,C,10,15,False,False,10,15,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,1,0,4226,5042,71
15,0,65,C,0,0,False,False,10,0,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,1,0,4231,5047,71
16,0,65,C,10,10,False,False,0,20,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,10,7,4227,5043,71
16,0,65,C,10,1,False,False,0,29,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,10,7,4228,5044,71
17,0,65,C,1,0,False,False,18,3,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,10,5,4230,5046,71
17,0,65,C,1,0,False,False,18,3,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,10,5,4229,5045,71
18,0,65,C,10,10,False,False,10,20,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,1,0,4226,5042,71
18,0,65,C,0,0,False,False,10,0,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,1,0,4231,5047,71
19,0,65,C,1,0,False,False,9,3,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,10,5,4227,5043,71
19,0,65,C,10,0,False,False,9,30,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,10,5,4228,5044,71
20,0,65,C,5,5,False,False,10,10,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,10,0,4230,5046,71
20,0,65,C,5,7,False,False,10,8,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,10,0,4229,5045,71
21,0,65,C,5,7,False,False,10,8,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,5,6,4226,5042,71
21,0,65,C,5,0,False,False,10,15,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,5,6,4231,5047,71
22,0,65,C,10,10,False,False,0,20,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,5,3,4227,5043,71
22,0,65,C,10,1,False,False,0,29,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,5,3,4228,5044,71
23,0,65,C,1,0,False,False,18,3,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,10,5,4230,5046,71
23,0,65,C,1,1,False,False,18,2,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,10,5,4229,5045,71
24,0,65,C,10,15,False,False,10,15,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,1,0,4226,5042,71
24,0,65,C,0,0,False,False,10,0,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,1,0,4231,5047,71
25,0,65,C,10,10,False,False,9,20,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,10,7,4227,5043,71
25,0,65,C,1,0,False,False,9,3,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,10,7,4228,5044,71
26,0,65,C,1,0,False,False,18,3,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,1,5,4230,5046,71
26,0,65,C,1,0,False,False,18,3,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,1,5,4229,5045,71
27,0,65,C,10,10,False,False,10,20,1029,732,control,local,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,1,0,4226,5042,71
27,0,65,C,0,0,False,False,10,0,1029,745,control,local,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,1,0,4231,5047,71
28,0,65,C,10,10,False,False,10,20,732,1029,control,local,8352.0,10283.0,A2F3ZR1HIX7WX3,A3HCEVA7SJSVPJ,93,100,27,,1,1,None,None,y,y,7,0,13,22,m,m,10,5,4227,5043,71
28,0,65,C,0,0,False,False,10,0,732,745,control,local,8352.0,2919.0,A2F3ZR1HIX7WX3,A2PEL01IY4YBLJ,93,96,27,46,1,5,None,None,y,y,7,1,13,0,m,f,10,5,4228,5044,71
29,0,65,C,1,0,False,False,18,3,745,1029,control,local,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,0,5,4230,5046,71
29,0,65,C,1,0,False,False,18,3,745,732,control,local,2919.0,8352.0,A2PEL01IY4YBLJ,A2F3ZR1HIX7WX3,96,93,46,27,5,1,None,None,y,y,1,7,0,13,f,m,0,5,4229,5045,71
0,1,65,C,10,1,False,False,10,29,1029,745,unrestricted,global,10283.0,2919.0,A3HCEVA7SJSVPJ,A2PEL01IY4YBLJ,100,96,,46,1,5,None,None,y,y,0,1,22,0,m,f,,,4231,5190,72
0,1,65,C,0,0,False,False,10,0,1029,732,unrestricted,global,10283.0,8352.0,A3HCEVA7SJSVPJ,A2F3ZR1HIX7WX3,100,93,,27,1,1,None,None,y,y,0,7,22,13,m,m,,,4226,5185,72
1,1,65,C,0,0,False,True,20,0,745,1029,unrestricted,global,2919.0,10283.0,A2PEL01IY4YBLJ,A3HCEVA7SJSVPJ,96,100,46,,5,1,None,None,y,y,1,0,0,22,f,m,10,0,4230,5189,72
